log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
8.519408982882235,0.7636363636363637,0.75,0.7688992042440319,0.8478260869565217,1,EqualWidthDiscretiser,,MDS,LogisticRegression
7.864069830352833,0.7818181818181819,0.7857142857142858,0.7846460618145563,0.8301886792452831,2,EqualWidthDiscretiser,,MDS,LogisticRegression
10.813096016735148,0.7,0.6292134831460675,0.6868279569892474,0.6829268292682927,3,EqualWidthDiscretiser,,MDS,LogisticRegression
7.536400254088131,0.7909090909090909,0.7964601769911505,0.7917771883289125,0.8181818181818182,4,EqualWidthDiscretiser,,MDS,LogisticRegression
7.20873067782343,0.8,0.7659574468085106,0.7935764469722315,0.8,5,EqualWidthDiscretiser,,MDS,LogisticRegression
9.50241771167634,0.7363636363636363,0.7521367521367521,0.7382067581130812,0.7857142857142857,6,EqualWidthDiscretiser,,MDS,LogisticRegression
10.157756864205744,0.7181818181818181,0.6666666666666666,0.7100000000000002,0.7209302325581395,7,EqualWidthDiscretiser,,MDS,LogisticRegression
10.157756864205744,0.7181818181818181,0.7304347826086957,0.7178381962864722,0.7368421052631579,8,EqualWidthDiscretiser,,MDS,LogisticRegression
9.258920136653947,0.7431192660550459,0.7358490566037735,0.7479716024340771,0.8125,9,EqualWidthDiscretiser,,MDS,LogisticRegression
7.936217259989099,0.7798165137614679,0.7647058823529411,0.7798305084745764,0.75,10,EqualWidthDiscretiser,,MDS,LogisticRegression
