<function log_loss at 0x7f572c5ffd90>,<function accuracy_score at 0x7f572c5fe9e0>,<function f1_score at 0x7f572c5ff1c0>,<function roc_auc_score at 0x7f572c621a20>,<function precision_score at 0x7f572c5ff7f0>,CV,transform,features_selection,dim_red,model
20.62739199979596,0.42771084337349397,0.04040404040404041,0.4964418087472202,0.5,1,SummaryTransformer,,False,TimeSeriesSVC
19.7588702313835,0.45180722891566266,0.4484848484848485,0.4518002322880371,0.4457831325301205,2,SummaryTransformer,,False,TimeSeriesSVC
15.416261389321194,0.572289156626506,0.7053941908713693,0.5336996336996337,0.5666666666666667,3,SummaryTransformer,,False,TimeSeriesSVC
19.7588702313835,0.45180722891566266,0.3636363636363636,0.48909308232481696,0.5652173913043478,4,SummaryTransformer,,False,TimeSeriesSVC
16.284783157733653,0.5481927710843374,0.6987951807228915,0.4998531139835488,0.554140127388535,5,SummaryTransformer,,False,TimeSeriesSVC
