log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
7.208730677823431,0.8,0.7924528301886793,0.8043766578249336,0.875,1,PowerTransformer,,MDS,LogisticRegression
7.536400254088131,0.7909090909090909,0.8,0.7917912927883018,0.8214285714285714,2,PowerTransformer,,MDS,LogisticRegression
11.140765592999852,0.6909090909090909,0.6304347826086956,0.6811155913978494,0.6590909090909091,3,PowerTransformer,,MDS,LogisticRegression
8.191739406617534,0.7727272727272727,0.7899159663865546,0.7705570291777188,0.7704918032786885,4,PowerTransformer,,MDS,LogisticRegression
6.881061101558728,0.8090909090909091,0.7878787878787878,0.8077952492472399,0.78,5,PowerTransformer,,MDS,LogisticRegression
9.502417711676342,0.7363636363636363,0.7563025210084033,0.7361993977919037,0.7758620689655172,6,PowerTransformer,,MDS,LogisticRegression
9.174748135411638,0.7454545454545455,0.72,0.7433333333333333,0.72,7,PowerTransformer,,MDS,LogisticRegression
10.485426440470444,0.7090909090909091,0.728813559322034,0.7072281167108754,0.7166666666666667,8,PowerTransformer,,MDS,LogisticRegression
8.26689297915531,0.7706422018348624,0.7706422018348623,0.7738336713995942,0.8235294117647058,9,PowerTransformer,,MDS,LogisticRegression
7.605541540822886,0.7889908256880734,0.7766990291262137,0.7898305084745763,0.7547169811320755,10,PowerTransformer,,MDS,LogisticRegression
