<function log_loss at 0x7f452a32fd90>,<function accuracy_score at 0x7f452a32e9e0>,<function f1_score at 0x7f452a32f1c0>,<function roc_auc_score at 0x7f452a351a20>,<function precision_score at 0x7f452a32f7f0>,CV,transform,features_selection,dim_red,model
16.06765271563054,0.5542168674698795,0.5,0.5510174418604651,0.5441176470588235,1,SummaryTransformer,,False,TimeSeriesForestClassifier
18.45608757876481,0.4879518072289157,0.5086705202312138,0.48842490842490843,0.5365853658536586,2,SummaryTransformer,,False,TimeSeriesForestClassifier
16.719044041939885,0.536144578313253,0.5217391304347826,0.5362762237762237,0.5060240963855421,3,SummaryTransformer,,False,TimeSeriesForestClassifier
18.456087578764805,0.4879518072289157,0.44444444444444436,0.48499417249417254,0.4533333333333333,4,SummaryTransformer,,False,TimeSeriesForestClassifier
19.107478905074153,0.46987951807228917,0.4761904761904762,0.4700929152148664,0.46511627906976744,5,SummaryTransformer,,False,TimeSeriesForestClassifier
