log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
9.174748135411637,0.7454545454545455,0.7358490566037735,0.7496684350132626,0.8125,1,StandardScaler,,MDS,XGBClassifier
6.553391525294027,0.8181818181818182,0.8333333333333333,0.8158856763044201,0.819672131147541,2,StandardScaler,,MDS,XGBClassifier
8.191739406617534,0.7727272727272727,0.7311827956989247,0.7654569892473119,0.7555555555555555,3,StandardScaler,,MDS,XGBClassifier
5.570382796499923,0.8454545454545455,0.8440366972477066,0.848474801061008,0.9019607843137255,4,StandardScaler,,MDS,XGBClassifier
6.225721949029326,0.8272727272727273,0.8080808080808082,0.8261960521913684,0.8,5,StandardScaler,,MDS,XGBClassifier
7.20873067782343,0.8,0.8166666666666667,0.7995985279357645,0.8305084745762712,6,StandardScaler,,MDS,XGBClassifier
5.570382796499923,0.8454545454545455,0.8282828282828283,0.8433333333333333,0.8367346938775511,7,StandardScaler,,MDS,XGBClassifier
9.50241771167634,0.7363636363636363,0.7433628318584072,0.7370689655172414,0.7636363636363637,8,StandardScaler,,MDS,XGBClassifier
8.26689297915531,0.7706422018348624,0.7663551401869159,0.7750169033130493,0.8367346938775511,9,StandardScaler,,MDS,XGBClassifier
7.274865821656673,0.7981651376146789,0.8,0.8044067796610169,0.7333333333333333,10,StandardScaler,,MDS,XGBClassifier
