log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
6.225721949029325,0.8272727272727273,0.8347826086956522,0.8272546419098142,0.8421052631578947,1,PowerTransformer,,PCA,LogisticRegression
6.553391525294027,0.8181818181818182,0.8412698412698412,0.811897640412097,0.7910447761194029,2,PowerTransformer,,PCA,LogisticRegression
9.17474813541164,0.7454545454545455,0.7083333333333334,0.7412634408602151,0.7083333333333334,3,PowerTransformer,,PCA,LogisticRegression
5.570382796499923,0.8454545454545455,0.8571428571428572,0.843501326259947,0.8360655737704918,4,PowerTransformer,,PCA,LogisticRegression
5.898052372764625,0.8363636363636363,0.8235294117647058,0.8384074941451991,0.7924528301886793,5,PowerTransformer,,PCA,LogisticRegression
7.536400254088131,0.7909090909090909,0.8099173553719008,0.7893944463031114,0.8166666666666667,6,PowerTransformer,,PCA,LogisticRegression
6.553391525294027,0.8181818181818182,0.8113207547169812,0.8216666666666665,0.7678571428571429,7,PowerTransformer,,PCA,LogisticRegression
8.519408982882236,0.7636363636363637,0.7868852459016394,0.759946949602122,0.75,8,PowerTransformer,,PCA,LogisticRegression
6.944190102490461,0.8073394495412844,0.8141592920353982,0.8083164300202839,0.8363636363636363,9,PowerTransformer,,PCA,LogisticRegression
7.605541540822886,0.7889908256880734,0.780952380952381,0.7913559322033897,0.7454545454545455,10,PowerTransformer,,PCA,LogisticRegression
