<function log_loss at 0x7f41921f3d90>,<function accuracy_score at 0x7f41921f29e0>,<function f1_score at 0x7f41921f31c0>,<function roc_auc_score at 0x7f4192211a20>,<function precision_score at 0x7f41921f37f0>,CV,transform,features_selection,dim_red,model
17.370435368249233,0.5180722891566265,0.4594594594594595,0.5451445515196442,0.6415094339622641,1,SummaryTransformer,,False,Arsenal
15.633391831424307,0.5662650602409639,0.6129032258064516,0.5677990708478513,0.5480769230769231,2,SummaryTransformer,,False,Arsenal
18.67321802086792,0.4819277108433735,0.5,0.48293040293040296,0.5308641975308642,3,SummaryTransformer,,False,Arsenal
16.50191359983677,0.5421686746987951,0.6041666666666667,0.5308531301359629,0.6105263157894737,4,SummaryTransformer,,False,Arsenal
17.37043536824923,0.5180722891566265,0.5652173913043478,0.5123384253819036,0.5652173913043478,5,SummaryTransformer,,False,Arsenal
