log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
8.519408982882236,0.7636363636363637,0.7719298245614034,0.7639257294429708,0.7857142857142857,1,PowerTransformer,,UMAP,LogisticRegression
9.502417711676342,0.7363636363636363,0.7716535433070865,0.728979727484214,0.7205882352941176,2,PowerTransformer,,UMAP,LogisticRegression
11.796104745529252,0.6727272727272727,0.64,0.6720430107526882,0.6153846153846154,3,PowerTransformer,,UMAP,LogisticRegression
10.485426440470444,0.7090909090909091,0.7377049180327868,0.705238726790451,0.703125,4,PowerTransformer,,UMAP,LogisticRegression
8.847078559146937,0.7545454545454545,0.7610619469026548,0.7666443626630981,0.671875,5,PowerTransformer,,UMAP,LogisticRegression
10.485426440470446,0.7090909090909091,0.746031746031746,0.7015724322515893,0.7230769230769231,6,PowerTransformer,,UMAP,LogisticRegression
9.83008728794104,0.7272727272727273,0.7272727272727272,0.7333333333333334,0.6666666666666666,7,PowerTransformer,,UMAP,LogisticRegression
10.485426440470444,0.7090909090909091,0.746031746031746,0.7032493368700266,0.6911764705882353,8,PowerTransformer,,UMAP,LogisticRegression
9.920271574986373,0.7247706422018348,0.7058823529411765,0.7319134550371873,0.8181818181818182,9,PowerTransformer,,UMAP,LogisticRegression
7.605541540822886,0.7889908256880734,0.7964601769911505,0.797457627118644,0.7142857142857143,10,PowerTransformer,,UMAP,LogisticRegression
