log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
6.225721949029326,0.8272727272727273,0.8288288288288289,0.8292440318302388,0.8679245283018868,1,PolynomialFeatures,,MDS,LogisticRegression
7.536400254088131,0.7909090909090909,0.8099173553719008,0.7878032568959787,0.7903225806451613,2,PolynomialFeatures,,MDS,LogisticRegression
9.830087287941042,0.7272727272727273,0.6590909090909091,0.7133736559139784,0.725,3,PolynomialFeatures,,MDS,LogisticRegression
8.191739406617534,0.7727272727272727,0.7826086956521741,0.7725464190981433,0.7894736842105263,4,PolynomialFeatures,,MDS,LogisticRegression
8.519408982882235,0.7636363636363637,0.7450980392156863,0.7648042823686851,0.7169811320754716,5,PolynomialFeatures,,MDS,LogisticRegression
8.847078559146937,0.7545454545454545,0.7610619469026548,0.7606222816995651,0.8269230769230769,6,PolynomialFeatures,,MDS,LogisticRegression
7.8640698303528325,0.7818181818181819,0.7692307692307692,0.7833333333333333,0.7407407407407407,7,PolynomialFeatures,,MDS,LogisticRegression
11.46843516926455,0.6818181818181818,0.6902654867256638,0.6823607427055703,0.7090909090909091,8,PolynomialFeatures,,MDS,LogisticRegression
10.581623013318799,0.7064220183486238,0.69811320754717,0.7111223799864774,0.7708333333333334,9,PolynomialFeatures,,MDS,LogisticRegression
8.928244417487734,0.7522935779816514,0.7378640776699028,0.7528813559322034,0.7169811320754716,10,PolynomialFeatures,,MDS,LogisticRegression
