log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
14.745130931911564,0.5909090909090909,0.6218487394957983,0.5881962864721486,0.6065573770491803,1,EqualWidthDiscretiser,,UMAP,LogisticRegression
12.123774321793952,0.6636363636363637,0.7175572519083969,0.6532070455300765,0.6527777777777778,2,EqualWidthDiscretiser,,UMAP,LogisticRegression
13.106783050588055,0.6363636363636364,0.6551724137931034,0.6538978494623655,0.5588235294117647,3,EqualWidthDiscretiser,,UMAP,LogisticRegression
11.140765592999847,0.6909090909090909,0.7343749999999999,0.6840185676392573,0.6714285714285714,4,EqualWidthDiscretiser,,UMAP,LogisticRegression
13.762122203117457,0.6181818181818182,0.6718749999999999,0.6436935429909669,0.5443037974683544,5,EqualWidthDiscretiser,,UMAP,LogisticRegression
16.05580923697037,0.5545454545454546,0.6141732283464568,0.5441619270659084,0.5909090909090909,6,EqualWidthDiscretiser,,UMAP,LogisticRegression
12.779113474323355,0.6454545454545455,0.6976744186046512,0.6666666666666667,0.569620253164557,7,EqualWidthDiscretiser,,UMAP,LogisticRegression
12.12377432179395,0.6636363636363637,0.7086614173228347,0.6571618037135278,0.6521739130434783,8,EqualWidthDiscretiser,,UMAP,LogisticRegression
14.549731643313347,0.5963302752293578,0.6071428571428571,0.5970250169033131,0.6296296296296297,9,EqualWidthDiscretiser,,UMAP,LogisticRegression
12.235001609149858,0.6605504587155964,0.6890756302521008,0.6727118644067795,0.5942028985507246,10,EqualWidthDiscretiser,,UMAP,LogisticRegression
