log_loss,accuracy_score,f1_score,roc_auc_score,precision_score,CV,transform,features_selection,dim_red,model
18.45608757876481,0.4879518072289157,0.508670520231214,0.49011627906976746,0.4731182795698925,1,RobustScaler,,False,KNeighborsTimeSeriesClassifier
18.67321802086792,0.4819277108433735,0.5,0.4836956521739131,0.5375,2,RobustScaler,,False,KNeighborsTimeSeriesClassifier
15.416261389321193,0.572289156626506,0.5534591194968554,0.572289156626506,0.5789473684210527,3,RobustScaler,,False,KNeighborsTimeSeriesClassifier
18.02182669455858,0.5,0.5088757396449705,0.5002903600464575,0.4942528735632184,4,RobustScaler,,False,KNeighborsTimeSeriesClassifier
17.804696252455464,0.5060240963855421,0.5119047619047619,0.5062427409988386,0.5,5,RobustScaler,,False,KNeighborsTimeSeriesClassifier
