<function log_loss at 0x7f06eef2fd90>,<function accuracy_score at 0x7f06eef2e9e0>,<function f1_score at 0x7f06eef2f1c0>,<function roc_auc_score at 0x7f06eef4da20>,<function precision_score at 0x7f06eef2f7f0>,CV,transform,features_selection,dim_red,model
17.37043536824923,0.5180722891566265,0.36507936507936506,0.5100290697674419,0.5,1,SummaryTransformer,,False,BOSSEnsemble
19.758870231383497,0.45180722891566266,0.11650485436893204,0.492967032967033,0.5,2,SummaryTransformer,,False,BOSSEnsemble
19.976000673486617,0.4457831325301205,0.37837837837837845,0.44085081585081587,0.4,3,SummaryTransformer,,False,BOSSEnsemble
14.982000505114963,0.5843373493975904,0.4963503649635037,0.5759032634032634,0.576271186440678,4,SummaryTransformer,,False,BOSSEnsemble
20.627391999795964,0.42771084337349397,0.35374149659863946,0.4263937282229965,0.4,5,SummaryTransformer,,False,BOSSEnsemble
