log_loss,accuracy,f1,auc,percision,CV,transform,features_selection,dim_red,model
7.372565465955781,0.7954545454545454,0.8034934497816593,0.7960750145216164,0.8214285714285714,1,PowerTransformer,,LDA,LGBMClassifier
8.683243771014586,0.759090909090909,0.7309644670050762,0.7562893081761006,0.7912087912087912,2,PowerTransformer,,LDA,LGBMClassifier
7.700235042220482,0.7863636363636364,0.7853881278538812,0.7863636363636363,0.7889908256880734,3,PowerTransformer,,LDA,LGBMClassifier
8.064561717199728,0.776255707762557,0.7677725118483412,0.775826101468625,0.7788461538461539,4,PowerTransformer,,LDA,LGBMClassifier
7.899978825011979,0.7808219178082192,0.7735849056603774,0.7806922435362802,0.7961165048543689,5,PowerTransformer,,LDA,LGBMClassifier
