<function log_loss at 0x7f20a6397d90>,<function accuracy_score at 0x7f20a63969e0>,<function f1_score at 0x7f20a63971c0>,<function roc_auc_score at 0x7f20a63b5a20>,<function precision_score at 0x7f20a63977f0>,CV,transform,features_selection,dim_red,model
17.153304926146113,0.5240963855421686,0.5153374233128835,0.5241279069767442,0.5060240963855421,1,SummaryTransformer,,False,IndividualBOSS
16.501913599836772,0.5421686746987951,0.5913978494623656,0.5355311355311355,0.5789473684210527,2,SummaryTransformer,,False,IndividualBOSS
18.890348462971037,0.4759036144578313,0.49710982658959535,0.4801864801864802,0.45263157894736844,3,SummaryTransformer,,False,IndividualBOSS
17.153304926146113,0.5240963855421686,0.49032258064516127,0.5219988344988346,0.4935064935064935,4,SummaryTransformer,,False,IndividualBOSS
18.67321802086792,0.4819277108433735,0.4691358024691358,0.4817073170731707,0.475,5,SummaryTransformer,,False,IndividualBOSS
